gs://candlebucket/run41/410333100 05_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410333400 05_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410333700 05_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410334000 05_40_00 LONG.gif,LONG
gs://candlebucket/run41/410334300 05_45_00 LONG.gif,LONG
gs://candlebucket/run41/410334600 05_50_00 LONG.gif,LONG
gs://candlebucket/run41/410334900 05_55_00 LONG.gif,LONG
gs://candlebucket/run41/410335200 06_00_00 LONG.gif,LONG
gs://candlebucket/run41/410335500 06_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410335800 06_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410336100 06_15_00 LONG.gif,LONG
gs://candlebucket/run41/410336400 06_20_00 LONG.gif,LONG
gs://candlebucket/run41/410336700 06_25_00 LONG.gif,LONG
gs://candlebucket/run41/410337000 06_30_00 LONG.gif,LONG
gs://candlebucket/run41/410337300 06_35_00 LONG.gif,LONG
gs://candlebucket/run41/410337600 06_40_00 LONG.gif,LONG
gs://candlebucket/run41/410337900 06_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410338200 06_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410338500 06_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410338800 07_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410339100 07_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410339400 07_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410339700 07_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410340000 07_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410340300 07_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410340600 07_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410340900 07_35_00 LONG.gif,LONG
gs://candlebucket/run41/410341200 07_40_00 LONG.gif,LONG
gs://candlebucket/run41/410341500 07_45_00 LONG.gif,LONG
gs://candlebucket/run41/410341800 07_50_00 LONG.gif,LONG
gs://candlebucket/run41/410342100 07_55_00 LONG.gif,LONG
gs://candlebucket/run41/410342400 08_00_00 LONG.gif,LONG
gs://candlebucket/run41/410342700 08_05_00 LONG.gif,LONG
gs://candlebucket/run41/410343000 08_10_00 LONG.gif,LONG
gs://candlebucket/run41/410343300 08_15_00 LONG.gif,LONG
gs://candlebucket/run41/410343600 08_20_00 LONG.gif,LONG
gs://candlebucket/run41/410343900 08_25_00 LONG.gif,LONG
gs://candlebucket/run41/410344200 08_30_00 LONG.gif,LONG
gs://candlebucket/run41/410344500 08_35_00 LONG.gif,LONG
gs://candlebucket/run41/410344800 08_40_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410345100 08_45_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410345400 08_50_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410345700 08_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410346000 09_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410346300 09_05_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410346600 09_10_00 LONG.gif,LONG
gs://candlebucket/run41/410346900 09_15_00 LONG.gif,LONG
gs://candlebucket/run41/410347200 09_20_00 LONG.gif,LONG
gs://candlebucket/run41/410347500 09_25_00 LONG.gif,LONG
gs://candlebucket/run41/410347800 09_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410348100 09_35_00 LONG.gif,LONG
gs://candlebucket/run41/410348400 09_40_00 LONG.gif,LONG
gs://candlebucket/run41/410348700 09_45_00 LONG.gif,LONG
gs://candlebucket/run41/410349000 09_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410349300 09_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410349600 10_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410349900 10_05_00 SHORT.gif,SHORT
gs://candlebucket/run41/410350200 10_10_00 SHORT.gif,SHORT
gs://candlebucket/run41/410350500 10_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410350800 10_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410351100 10_25_00 LONG.gif,LONG
gs://candlebucket/run41/410351400 10_30_00 LONG.gif,LONG
gs://candlebucket/run41/410351700 10_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410352000 10_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410352300 10_45_00 SHORT.gif,SHORT
gs://candlebucket/run41/410352600 10_50_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410352900 10_55_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410353200 11_00_00 SHORT.gif,SHORT
gs://candlebucket/run41/410353500 11_05_00 SHORT.gif,SHORT
gs://candlebucket/run41/410353800 11_10_00 SHORT.gif,SHORT
gs://candlebucket/run41/410354100 11_15_00 SHORT.gif,SHORT
gs://candlebucket/run41/410354400 11_20_00 SHORT.gif,SHORT
gs://candlebucket/run41/410354700 11_25_00 SHORT.gif,SHORT
gs://candlebucket/run41/410355000 11_30_00 SHORT.gif,SHORT
gs://candlebucket/run41/410355300 11_35_00 SHORT.gif,SHORT
gs://candlebucket/run41/410355600 11_40_00 SHORT.gif,SHORT
gs://candlebucket/run41/410355900 11_45_00 SHORT.gif,SHORT
gs://candlebucket/run41/410356200 11_50_00 SHORT.gif,SHORT
gs://candlebucket/run41/410356500 11_55_00 SHORT.gif,SHORT
gs://candlebucket/run41/410356800 12_00_00 SHORT.gif,SHORT
gs://candlebucket/run41/410357100 12_05_00 SHORT.gif,SHORT
gs://candlebucket/run41/410357400 12_10_00 SHORT.gif,SHORT
gs://candlebucket/run41/410357700 12_15_00 SHORT.gif,SHORT
gs://candlebucket/run41/410358000 12_20_00 SHORT.gif,SHORT
gs://candlebucket/run41/410358300 12_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410358600 12_30_00 SHORT.gif,SHORT
gs://candlebucket/run41/410358900 12_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410359200 12_40_00 SHORT.gif,SHORT
gs://candlebucket/run41/410359500 12_45_00 SHORT.gif,SHORT
gs://candlebucket/run41/410359800 12_50_00 SHORT.gif,SHORT
gs://candlebucket/run41/410360100 12_55_00 SHORT.gif,SHORT
gs://candlebucket/run41/410360400 01_00_00 SHORT.gif,SHORT
gs://candlebucket/run41/410360700 01_05_00 SHORT.gif,SHORT
gs://candlebucket/run41/410361000 01_10_00 LONG.gif,LONG
gs://candlebucket/run41/410361300 01_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410361600 01_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410361900 01_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410362200 01_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410362500 01_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410362800 01_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410363100 01_45_00 SHORT.gif,SHORT
gs://candlebucket/run41/410363400 01_50_00 SHORT.gif,SHORT
gs://candlebucket/run41/410363700 01_55_00 SHORT.gif,SHORT
gs://candlebucket/run41/410364000 02_00_00 SHORT.gif,SHORT
gs://candlebucket/run41/410364300 02_05_00 SHORT.gif,SHORT
gs://candlebucket/run41/410364600 02_10_00 SHORT.gif,SHORT
gs://candlebucket/run41/410364900 02_15_00 SHORT.gif,SHORT
gs://candlebucket/run41/410365200 02_20_00 SHORT.gif,SHORT
gs://candlebucket/run41/410365500 02_25_00 SHORT.gif,SHORT
gs://candlebucket/run41/410365800 02_30_00 SHORT.gif,SHORT
gs://candlebucket/run41/410366100 02_35_00 SHORT.gif,SHORT
gs://candlebucket/run41/410366400 02_40_00 SHORT.gif,SHORT
gs://candlebucket/run41/410366700 02_45_00 SHORT.gif,SHORT
gs://candlebucket/run41/410367000 02_50_00 SHORT.gif,SHORT
gs://candlebucket/run41/410367300 02_55_00 SHORT.gif,SHORT
gs://candlebucket/run41/410367600 03_00_00 SHORT.gif,SHORT
gs://candlebucket/run41/410367900 03_05_00 SHORT.gif,SHORT
gs://candlebucket/run41/410368200 03_10_00 SHORT.gif,SHORT
gs://candlebucket/run41/410368500 03_15_00 SHORT.gif,SHORT
gs://candlebucket/run41/410368800 03_20_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410369100 03_25_00 SHORT.gif,SHORT
gs://candlebucket/run41/410369400 03_30_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410369700 03_35_00 SHORT.gif,SHORT
gs://candlebucket/run41/410370000 03_40_00 SHORT.gif,SHORT
gs://candlebucket/run41/410370300 03_45_00 SHORT.gif,SHORT
gs://candlebucket/run41/410370600 03_50_00 SHORT.gif,SHORT
gs://candlebucket/run41/410370900 03_55_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410371200 04_00_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410371500 04_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410371800 04_10_00 LONG.gif,LONG
gs://candlebucket/run41/410372100 04_15_00 LONG.gif,LONG
gs://candlebucket/run41/410372400 04_20_00 LONG.gif,LONG
gs://candlebucket/run41/410372700 04_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410373000 04_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410373300 04_35_00 LONG.gif,LONG
gs://candlebucket/run41/410373600 04_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410373900 04_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410374200 04_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410374500 04_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410374800 05_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410375100 05_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410375400 05_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410375700 05_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410376000 05_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410376300 05_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410376600 05_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410376900 05_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410377200 05_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410377500 05_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410377800 05_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410378100 05_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410378400 06_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410378700 06_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410379000 06_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410379300 06_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410379600 06_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410379900 06_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410380200 06_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410380500 06_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410380800 06_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410381100 06_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410381400 06_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410381700 06_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410382000 07_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410382300 07_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410382600 07_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410382900 07_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410383200 07_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410383500 07_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410383800 07_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410384100 07_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410384400 07_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410384700 07_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410385000 07_50_00 SHORT.gif,SHORT
gs://candlebucket/run41/410385300 07_55_00 SHORT.gif,SHORT
gs://candlebucket/run41/410385600 08_00_00 SHORT.gif,SHORT
gs://candlebucket/run41/410385900 08_05_00 SHORT.gif,SHORT
gs://candlebucket/run41/410386200 08_10_00 SHORT.gif,SHORT
gs://candlebucket/run41/410386500 08_15_00 SHORT.gif,SHORT
gs://candlebucket/run41/410386800 08_20_00 SHORT.gif,SHORT
gs://candlebucket/run41/410387100 08_25_00 SHORT.gif,SHORT
gs://candlebucket/run41/410387400 08_30_00 SHORT.gif,SHORT
gs://candlebucket/run41/410387700 08_35_00 SHORT.gif,SHORT
gs://candlebucket/run41/410388000 08_40_00 SHORT.gif,SHORT
gs://candlebucket/run41/410388300 08_45_00 SHORT.gif,SHORT
gs://candlebucket/run41/410388600 08_50_00 SHORT.gif,SHORT
gs://candlebucket/run41/410388900 08_55_00 SHORT.gif,SHORT
gs://candlebucket/run41/410389200 09_00_00 SHORT.gif,SHORT
gs://candlebucket/run41/410389500 09_05_00 SHORT.gif,SHORT
gs://candlebucket/run41/410389800 09_10_00 SHORT.gif,SHORT
gs://candlebucket/run41/410390100 09_15_00 SHORT.gif,SHORT
gs://candlebucket/run41/410390400 09_20_00 SHORT.gif,SHORT
gs://candlebucket/run41/410390700 09_25_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410391000 09_30_00 SHORT.gif,SHORT
gs://candlebucket/run41/410391300 09_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410391600 09_40_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410391900 09_45_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410392200 09_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410392500 09_55_00 LONG.gif,LONG
gs://candlebucket/run41/410392800 10_00_00 LONG.gif,LONG
gs://candlebucket/run41/410393100 10_05_00 LONG.gif,LONG
gs://candlebucket/run41/410393400 10_10_00 LONG.gif,LONG
gs://candlebucket/run41/410393700 10_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410394000 10_20_00 LONG.gif,LONG
gs://candlebucket/run41/410394300 10_25_00 LONG.gif,LONG
gs://candlebucket/run41/410394600 10_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410394900 10_35_00 LONG.gif,LONG
gs://candlebucket/run41/410395200 10_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410395500 10_45_00 LONG.gif,LONG
gs://candlebucket/run41/410395800 10_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410396100 10_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410396400 11_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410396700 11_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410397000 11_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410397300 11_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410397600 11_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410397900 11_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410398200 11_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410398500 11_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410398800 11_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410399100 11_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410399400 11_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410399700 11_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410400000 12_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410400300 12_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410400600 12_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410400900 12_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410401200 12_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410401500 12_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410401800 12_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410402100 12_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410402400 12_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410402700 12_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410403000 12_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410403300 12_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410403600 01_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410403900 01_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410404200 01_10_00 LONG.gif,LONG
gs://candlebucket/run41/410404500 01_15_00 LONG.gif,LONG
gs://candlebucket/run41/410404800 01_20_00 LONG.gif,LONG
gs://candlebucket/run41/410405100 01_25_00 LONG.gif,LONG
gs://candlebucket/run41/410405400 01_30_00 LONG.gif,LONG
gs://candlebucket/run41/410405700 01_35_00 LONG.gif,LONG
gs://candlebucket/run41/410406000 01_40_00 LONG.gif,LONG
gs://candlebucket/run41/410406300 01_45_00 LONG.gif,LONG
gs://candlebucket/run41/410406600 01_50_00 LONG.gif,LONG
gs://candlebucket/run41/410406900 01_55_00 LONG.gif,LONG
gs://candlebucket/run41/410407200 02_00_00 LONG.gif,LONG
gs://candlebucket/run41/410407500 02_05_00 LONG.gif,LONG
gs://candlebucket/run41/410407800 02_10_00 LONG.gif,LONG
gs://candlebucket/run41/410408100 02_15_00 LONG.gif,LONG
gs://candlebucket/run41/410408400 02_20_00 LONG.gif,LONG
gs://candlebucket/run41/410408700 02_25_00 LONG.gif,LONG
gs://candlebucket/run41/410409000 02_30_00 LONG.gif,LONG
gs://candlebucket/run41/410409300 02_35_00 LONG.gif,LONG
gs://candlebucket/run41/410409600 02_40_00 LONG.gif,LONG
gs://candlebucket/run41/410409900 02_45_00 LONG.gif,LONG
gs://candlebucket/run41/410410200 02_50_00 LONG.gif,LONG
gs://candlebucket/run41/410410500 02_55_00 LONG.gif,LONG
gs://candlebucket/run41/410410800 03_00_00 LONG.gif,LONG
gs://candlebucket/run41/410411100 03_05_00 LONG.gif,LONG
gs://candlebucket/run41/410411400 03_10_00 LONG.gif,LONG
gs://candlebucket/run41/410411700 03_15_00 LONG.gif,LONG
gs://candlebucket/run41/410412000 03_20_00 LONG.gif,LONG
gs://candlebucket/run41/410412300 03_25_00 LONG.gif,LONG
gs://candlebucket/run41/410412600 03_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410412900 03_35_00 LONG.gif,LONG
gs://candlebucket/run41/410413200 03_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410413500 03_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410413800 03_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410414100 03_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410414400 04_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410414700 04_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410415000 04_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410415300 04_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410415600 04_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410415900 04_25_00 ZERO.gif,ZERO
gs://candlebucket/run41/410416200 04_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410416500 04_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410416800 04_40_00 ZERO.gif,ZERO
gs://candlebucket/run41/410417100 04_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410417400 04_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410417700 04_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410418000 05_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410418300 05_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410418600 05_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410418900 05_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410419200 05_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410419500 05_25_00 SHORT.gif,SHORT
gs://candlebucket/run41/410419800 05_30_00 ZERO.gif,ZERO
gs://candlebucket/run41/410420100 05_35_00 SHORT.gif,SHORT
gs://candlebucket/run41/410420400 05_40_00 SHORT.gif,SHORT
gs://candlebucket/run41/410420700 05_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410421000 05_50_00 ZERO.gif,ZERO
gs://candlebucket/run41/410421300 05_55_00 SHORT.gif,SHORT
gs://candlebucket/run41/410421600 06_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410421900 06_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410422200 06_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410422500 06_15_00 SHORT.gif,SHORT
gs://candlebucket/run41/410422800 06_20_00 SHORT.gif,SHORT
gs://candlebucket/run41/410423100 06_25_00 SHORT.gif,SHORT
gs://candlebucket/run41/410423400 06_30_00 SHORT.gif,SHORT
gs://candlebucket/run41/410423700 06_35_00 ZERO.gif,ZERO
gs://candlebucket/run41/410424000 06_40_00 SHORT.gif,SHORT
gs://candlebucket/run41/410424300 06_45_00 ZERO.gif,ZERO
gs://candlebucket/run41/410424600 06_50_00 SHORT.gif,SHORT
gs://candlebucket/run41/410424900 06_55_00 ZERO.gif,ZERO
gs://candlebucket/run41/410425200 07_00_00 ZERO.gif,ZERO
gs://candlebucket/run41/410425500 07_05_00 ZERO.gif,ZERO
gs://candlebucket/run41/410425800 07_10_00 ZERO.gif,ZERO
gs://candlebucket/run41/410426100 07_15_00 ZERO.gif,ZERO
gs://candlebucket/run41/410426400 07_20_00 ZERO.gif,ZERO
gs://candlebucket/run41/410426700 07_25_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410427000 07_30_00 LONG.gif,LONG
gs://candlebucket/run41/410427300 07_35_00 LONG.gif,LONG
gs://candlebucket/run41/410427600 07_40_00 LONG.gif,LONG
gs://candlebucket/run41/410427900 07_45_00 LONG.gif,LONG
gs://candlebucket/run41/410428200 07_50_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410428500 07_55_00 LONG.gif,LONG
gs://candlebucket/run41/410428800 08_00_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410429100 08_05_00 LONG.gif,LONG
gs://candlebucket/run41/410429400 08_10_00 LONG.gif,LONG
gs://candlebucket/run41/410429700 08_15_00 LONG.gif,LONG
gs://candlebucket/run41/410430000 08_20_00 LONG.gif,LONG
gs://candlebucket/run41/410430300 08_25_00 LONG.gif,LONG
gs://candlebucket/run41/410430600 08_30_00 LONG.gif,LONG
gs://candlebucket/run41/410430900 08_35_00 LONG.gif,LONG
gs://candlebucket/run41/410431200 08_40_00 LONG.gif,LONG
gs://candlebucket/run41/410431500 08_45_00 LONG.gif,LONG
gs://candlebucket/run41/410431800 08_50_00 LONG.gif,LONG
gs://candlebucket/run41/410432100 08_55_00 LONG.gif,LONG
gs://candlebucket/run41/410432400 09_00_00 LONG.gif,LONG
gs://candlebucket/run41/410432700 09_05_00 LONG.gif,LONG
gs://candlebucket/run41/410433000 09_10_00 LONG.gif,LONG
gs://candlebucket/run41/410433300 09_15_00 LONG.gif,LONG
gs://candlebucket/run41/410433600 09_20_00 LONG.gif,LONG
gs://candlebucket/run41/410433900 09_25_00 LONG.gif,LONG
gs://candlebucket/run41/410434200 09_30_00 LONG.gif,LONG
gs://candlebucket/run41/410434500 09_35_00 LONG.gif,LONG
gs://candlebucket/run41/410434800 09_40_00 LONG.gif,LONG
gs://candlebucket/run41/410435100 09_45_00 LONG.gif,LONG
gs://candlebucket/run41/410435400 09_50_00 LONG.gif,LONG
gs://candlebucket/run41/410435700 09_55_00 LONG.gif,LONG
gs://candlebucket/run41/410436000 10_00_00 LONG.gif,LONG
gs://candlebucket/run41/410436300 10_05_00 LONG.gif,LONG
gs://candlebucket/run41/410436600 10_10_00 LONG.gif,LONG
gs://candlebucket/run41/410436900 10_15_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410437200 10_20_00 INDECISO.gif,INDECISO
gs://candlebucket/run41/410437500 10_25_00 LONG.gif,LONG
gs://candlebucket/run41/410437800 10_30_00 LONG.gif,LONG
